timepoints_reduced,remaining_timepoints,ker_rank,gen_rank,mean_acc_curves,std_acc_curves,mean_acc_input,std_acc_input
1,199,93,52,0.994,0.0065,0.6341,0.0839
2,198,93,52,0.9931,0.0061,0.6553,0.0921
3,197,93,52,0.9947,0.0059,0.6596,0.0956
4,196,93,52,0.9949,0.0066,0.6699,0.0839
5,195,93,52,0.9946,0.0062,0.6379,0.0744
6,194,93,52,0.9953,0.0061,0.6474,0.0836
7,193,93,52,0.9928,0.0063,0.661,0.0897
8,192,93,52,0.9939,0.0063,0.6659,0.0843
9,191,93,52,0.9947,0.0061,0.6617,0.0825
10,190,93,52,0.9941,0.0063,0.6583,0.0879
11,189,93,52,0.9944,0.0057,0.6637,0.0872
12,188,93,52,0.9942,0.0059,0.6523,0.0756
13,187,93,52,0.9944,0.0055,0.6599,0.0869
14,186,93,52,0.9941,0.0063,0.6647,0.0754
15,185,93,52,0.9941,0.006,0.6494,0.0716
16,184,93,52,0.994,0.0066,0.6779,0.0794
17,183,93,52,0.9935,0.0055,0.6663,0.0894
18,182,93,52,0.9946,0.0056,0.6587,0.0842
19,181,93,53,0.9939,0.0058,0.6411,0.0855
20,180,93,53,0.9936,0.0061,0.6485,0.079
21,179,93,53,0.9936,0.0057,0.6572,0.0743
22,178,93,53,0.9926,0.0061,0.6701,0.0788
23,177,93,53,0.9947,0.0062,0.6705,0.0834
24,176,93,53,0.9935,0.0061,0.6554,0.0808
25,175,93,53,0.9945,0.0064,0.6596,0.0907
26,174,93,53,0.9938,0.006,0.6529,0.0768
27,173,93,53,0.9941,0.0057,0.6495,0.0857
28,172,93,53,0.9936,0.0061,0.6463,0.0734
29,171,93,53,0.993,0.0061,0.6703,0.0795
30,170,93,53,0.9943,0.006,0.6536,0.0767
31,169,93,53,0.9938,0.0063,0.6488,0.0847
32,168,93,53,0.9938,0.0063,0.6605,0.0818
33,167,93,53,0.9932,0.0066,0.666,0.0936
34,166,93,53,0.9941,0.0058,0.6612,0.0798
35,165,93,53,0.9937,0.0064,0.6636,0.086
36,164,93,53,0.9939,0.006,0.6505,0.0785
37,163,93,53,0.9937,0.0069,0.6375,0.0834
38,162,93,53,0.9938,0.0058,0.6449,0.0828
39,161,93,54,0.9942,0.0064,0.644,0.0784
40,160,93,54,0.9939,0.0058,0.6711,0.0746
41,159,93,54,0.9932,0.006,0.6502,0.0793
42,158,93,54,0.9936,0.0062,0.6682,0.0897
43,157,93,54,0.9938,0.0061,0.6354,0.0806
44,156,93,54,0.9931,0.0066,0.654,0.0834
45,155,93,54,0.9941,0.0057,0.6466,0.0959
46,154,93,54,0.9928,0.0062,0.6349,0.0862
47,153,93,54,0.993,0.0061,0.659,0.0831
48,152,93,54,0.9937,0.0059,0.6495,0.081
49,151,93,54,0.9951,0.0054,0.6618,0.0902
50,150,93,54,0.9943,0.0055,0.6543,0.0795
