timepoints_reduced,remaining_timepoints,ker_rank,gen_rank,mean_acc_curves,std_acc_curves,mean_acc_input,std_acc_input
1,199,98,55,0.9985,0.0036,0.6609,0.089
2,198,98,55,0.9993,0.0029,0.6577,0.0812
3,197,98,55,0.9987,0.0036,0.6643,0.0779
4,196,98,56,0.9989,0.0031,0.6369,0.0924
5,195,98,56,0.999,0.0033,0.6449,0.0877
6,194,98,56,0.9984,0.0039,0.6714,0.0918
7,193,98,56,0.9985,0.0041,0.6547,0.0886
8,192,98,56,0.9989,0.0037,0.6629,0.0787
9,191,98,56,0.999,0.003,0.6496,0.0919
10,190,98,57,0.9981,0.0044,0.6361,0.0888
11,189,98,57,0.9991,0.0029,0.6545,0.0799
12,188,98,57,0.9986,0.0037,0.6603,0.0856
13,187,98,57,0.9988,0.0032,0.6532,0.0784
14,186,98,57,0.999,0.003,0.6659,0.0773
15,185,98,57,0.9982,0.0041,0.6564,0.0792
16,184,98,57,0.9991,0.0032,0.6602,0.0795
17,183,98,57,0.9985,0.0038,0.6674,0.0854
18,182,98,57,0.9991,0.0029,0.6435,0.0888
19,181,98,57,0.9989,0.0034,0.6489,0.0875
20,180,98,57,0.9986,0.0035,0.6622,0.0849
21,179,98,57,0.9994,0.0024,0.6574,0.0738
22,178,98,57,0.9992,0.0027,0.6747,0.0877
23,177,98,57,0.9988,0.0038,0.6456,0.0776
24,176,98,57,0.999,0.003,0.663,0.0694
25,175,98,57,0.9986,0.004,0.6503,0.0895
26,174,98,57,0.9982,0.0048,0.6423,0.0849
27,173,98,57,0.9991,0.0035,0.656,0.0745
28,172,98,57,0.9986,0.0037,0.655,0.081
29,171,98,57,0.9992,0.0031,0.6623,0.0811
30,170,98,57,0.9987,0.0034,0.6625,0.0766
31,169,98,57,0.9987,0.0036,0.657,0.0753
32,168,98,57,0.9983,0.0043,0.6745,0.0851
33,167,98,57,0.9989,0.0034,0.651,0.0819
34,166,98,57,0.9987,0.0036,0.6758,0.0912
35,165,98,57,0.9987,0.0036,0.6542,0.0911
36,164,98,57,0.999,0.0033,0.6783,0.0837
37,163,98,57,0.9985,0.0041,0.6556,0.0925
38,162,98,57,0.9993,0.0026,0.6633,0.0783
39,161,98,57,0.9988,0.0035,0.6605,0.0861
40,160,98,57,0.9989,0.0031,0.6581,0.0719
41,159,98,57,0.999,0.003,0.6584,0.0862
42,158,98,57,0.9987,0.0034,0.6504,0.0999
43,157,98,57,0.9986,0.0037,0.6721,0.0854
44,156,97,57,0.999,0.003,0.6599,0.083
45,155,96,57,0.9976,0.0049,0.6534,0.0905
46,154,95,57,0.9986,0.0035,0.665,0.0866
47,153,94,57,0.9987,0.0042,0.6535,0.0903
48,152,93,57,0.9987,0.0036,0.6728,0.0768
49,151,92,56,0.9893,0.0258,0.6537,0.0774
50,150,91,56,0.9874,0.0313,0.6493,0.082
51,149,90,55,0.9876,0.0279,0.6507,0.0919
52,148,89,55,0.981,0.0295,0.6405,0.0799
53,147,88,55,0.9854,0.025,0.6533,0.0815
54,146,87,55,0.9756,0.0324,0.6582,0.081
55,145,86,55,0.9736,0.0316,0.6577,0.0946
56,144,85,55,0.9676,0.0323,0.6674,0.0865
57,143,84,55,0.9682,0.0344,0.6501,0.0907
58,142,83,55,0.954,0.034,0.6515,0.0837
59,141,82,54,0.9467,0.0394,0.6669,0.0813
60,140,81,53,0.9371,0.0437,0.6475,0.084
61,139,80,52,0.9335,0.042,0.6473,0.0756
62,138,79,51,0.9315,0.0404,0.6662,0.0931
63,137,78,50,0.9319,0.0395,0.648,0.079
64,136,77,50,0.9254,0.0406,0.6615,0.0864
65,135,76,49,0.9232,0.0417,0.6382,0.0915
66,134,75,48,0.9194,0.0391,0.6465,0.0868
67,133,74,47,0.9201,0.0352,0.6489,0.0899
68,132,73,47,0.9182,0.0403,0.6539,0.0905
69,131,72,46,0.9173,0.0476,0.6566,0.0834
70,130,71,46,0.9164,0.0401,0.6687,0.0839
71,129,70,45,0.9176,0.0438,0.6602,0.0883
72,128,70,45,0.9154,0.0421,0.658,0.0824
73,127,69,44,0.9151,0.043,0.6642,0.0989
74,126,68,43,0.9041,0.0433,0.6591,0.088
75,125,67,42,0.8932,0.033,0.6485,0.0797
76,124,66,42,0.8721,0.0406,0.6482,0.0849
77,123,65,41,0.8602,0.044,0.6652,0.0756
78,122,64,40,0.8618,0.0427,0.6607,0.082
79,121,63,39,0.8653,0.0436,0.6491,0.0862
80,120,62,38,0.8637,0.0459,0.6685,0.0885
81,119,61,37,0.8633,0.0427,0.6577,0.0853
82,118,60,37,0.868,0.0433,0.6668,0.0919
83,117,59,36,0.8635,0.0503,0.6618,0.0844
84,116,58,35,0.8458,0.0498,0.6613,0.0851
85,115,57,34,0.8512,0.0522,0.6617,0.0828
86,114,56,33,0.8405,0.0449,0.6622,0.0806
87,113,55,32,0.829,0.044,0.6439,0.082
88,112,54,31,0.8327,0.0483,0.6715,0.0924
89,111,53,30,0.8169,0.0456,0.6519,0.0782
90,110,52,30,0.8051,0.0525,0.6623,0.0771
91,109,51,29,0.8107,0.0493,0.6663,0.0838
92,108,50,28,0.801,0.0486,0.6547,0.076
93,107,50,28,0.7775,0.0498,0.6463,0.0802
94,106,49,28,0.7783,0.059,0.6715,0.086
95,105,48,27,0.7651,0.0538,0.658,0.0781
96,104,47,27,0.7605,0.0572,0.6381,0.0932
97,103,46,27,0.7458,0.0518,0.6536,0.0811
98,102,45,27,0.7495,0.0565,0.66,0.076
99,101,44,27,0.7491,0.0566,0.6537,0.0893
100,100,43,27,0.7464,0.0621,0.6446,0.088
101,99,42,26,0.7428,0.0618,0.66,0.0807
102,98,41,26,0.7276,0.0621,0.6519,0.0755
103,97,41,26,0.7377,0.0672,0.6568,0.0825
104,96,40,26,0.732,0.0554,0.6434,0.0815
105,95,40,26,0.7362,0.0679,0.6536,0.083
106,94,39,25,0.738,0.0633,0.6636,0.0773
107,93,38,25,0.7349,0.0644,0.655,0.0836
108,92,38,25,0.7111,0.0622,0.6631,0.081
109,91,37,25,0.7161,0.0724,0.669,0.0823
110,90,36,25,0.7176,0.0678,0.6484,0.0821
111,89,35,25,0.7067,0.0757,0.6661,0.0844
112,88,35,25,0.7086,0.0709,0.6586,0.0895
113,87,34,25,0.6865,0.0758,0.6477,0.0814
114,86,34,24,0.6866,0.0605,0.6361,0.077
115,85,34,23,0.695,0.0614,0.6668,0.0789
116,84,33,22,0.6819,0.0629,0.6553,0.0806
117,83,32,21,0.68,0.0618,0.6569,0.0775
118,82,32,20,0.6703,0.0552,0.6542,0.0925
119,81,32,19,0.676,0.0648,0.6524,0.0832
120,80,31,18,0.6675,0.0619,0.6484,0.0947
121,79,31,17,0.664,0.0618,0.6574,0.0816
122,78,31,17,0.6546,0.0542,0.6436,0.0751
123,77,30,16,0.6541,0.0597,0.6454,0.0789
124,76,30,15,0.6579,0.0499,0.649,0.0846
125,75,29,14,0.6429,0.0608,0.6493,0.0712
126,74,29,13,0.6434,0.0565,0.6487,0.0758
127,73,29,12,0.6514,0.0712,0.6553,0.082
128,72,28,11,0.643,0.0595,0.6654,0.0853
