timepoints_reduced,remaining_timepoints,ker_rank,gen_rank,mean_acc_curves,std_acc_curves,mean_acc_input,std_acc_input
1,199,98,58,0.9906,0.0082,0.6556,0.0831
2,198,98,58,0.9905,0.0071,0.6502,0.0824
3,197,98,58,0.9928,0.0069,0.654,0.0797
4,196,98,58,0.9921,0.0065,0.6398,0.0805
5,195,98,58,0.9906,0.0075,0.6489,0.0919
6,194,98,58,0.9909,0.0072,0.6641,0.0915
7,193,98,58,0.9917,0.0071,0.6568,0.0749
8,192,98,58,0.9914,0.0081,0.647,0.0887
9,191,98,58,0.9915,0.0068,0.6509,0.0851
10,190,98,58,0.9911,0.0077,0.6484,0.0785
11,189,98,58,0.9911,0.0071,0.6529,0.0853
12,188,98,58,0.9908,0.0073,0.6613,0.0808
13,187,98,58,0.9911,0.0075,0.6595,0.0835
14,186,98,58,0.9912,0.0071,0.6432,0.0836
15,185,98,58,0.9908,0.0073,0.6593,0.0773
16,184,98,58,0.9912,0.0074,0.6805,0.0864
17,183,98,58,0.9924,0.0069,0.6494,0.0816
18,182,98,58,0.9919,0.0076,0.6582,0.0793
19,181,98,58,0.991,0.0074,0.661,0.0891
20,180,98,58,0.9905,0.0077,0.6545,0.0769
21,179,98,58,0.9911,0.0076,0.6511,0.079
22,178,98,58,0.9913,0.0073,0.6702,0.0786
23,177,98,58,0.9924,0.0062,0.6677,0.0788
24,176,98,58,0.9926,0.007,0.6588,0.0834
25,175,98,58,0.9919,0.0067,0.6494,0.0843
26,174,98,58,0.9921,0.0071,0.6703,0.0744
27,173,98,58,0.9915,0.0071,0.6648,0.0893
28,172,98,58,0.9919,0.0081,0.6431,0.0867
29,171,98,58,0.9902,0.0085,0.6591,0.0889
30,170,98,58,0.9896,0.0076,0.6614,0.0803
31,169,98,58,0.991,0.0081,0.6668,0.0822
32,168,98,58,0.9912,0.0072,0.6561,0.084
33,167,98,58,0.9908,0.008,0.6609,0.0837
34,166,98,58,0.9909,0.0071,0.6541,0.085
35,165,98,58,0.9924,0.0067,0.6536,0.0882
36,164,98,58,0.9913,0.0069,0.6623,0.0825
37,163,98,58,0.9916,0.007,0.6597,0.0811
38,162,98,58,0.9915,0.0068,0.67,0.0793
39,161,98,58,0.991,0.0079,0.671,0.0934
40,160,98,58,0.9905,0.0079,0.658,0.0846
41,159,98,58,0.9916,0.0076,0.6557,0.0805
42,158,98,58,0.9907,0.008,0.6675,0.0862
43,157,97,58,0.992,0.0072,0.6418,0.079
44,156,96,58,0.9926,0.0066,0.6696,0.0913
45,155,95,58,0.9919,0.0078,0.6548,0.0883
46,154,94,58,0.9955,0.0057,0.6503,0.0807
47,153,93,57,0.9829,0.0263,0.6501,0.0731
48,152,92,57,0.9833,0.0247,0.6502,0.0872
49,151,91,57,0.9761,0.0207,0.6464,0.0836
50,150,90,57,0.9821,0.0232,0.6658,0.0825
51,149,89,57,0.9708,0.0288,0.6558,0.079
52,148,88,57,0.9719,0.0284,0.6513,0.0823
53,147,87,56,0.9725,0.0258,0.6587,0.0864
54,146,86,56,0.9684,0.0291,0.6498,0.0889
55,145,85,56,0.9747,0.0255,0.6563,0.0847
56,144,84,55,0.9648,0.0367,0.6518,0.0829
57,143,83,55,0.9589,0.0314,0.6592,0.079
58,142,82,54,0.9465,0.0311,0.6668,0.0898
59,141,81,53,0.939,0.0348,0.6532,0.0778
60,140,80,52,0.934,0.0371,0.6677,0.0988
61,139,79,51,0.9408,0.0331,0.6467,0.0851
62,138,79,51,0.9346,0.0326,0.6492,0.0856
63,137,78,50,0.9358,0.0319,0.6469,0.0903
64,136,77,49,0.9273,0.0375,0.6697,0.0803
65,135,76,48,0.9294,0.0385,0.6655,0.0823
66,134,75,47,0.9251,0.0397,0.6532,0.0844
67,133,74,47,0.9251,0.0386,0.6637,0.0882
68,132,73,47,0.9289,0.035,0.6675,0.0843
69,131,72,47,0.9268,0.0413,0.6591,0.0821
70,130,71,46,0.9219,0.0423,0.6571,0.0824
71,129,70,46,0.9195,0.0414,0.6458,0.0881
72,128,69,45,0.9088,0.0426,0.6444,0.0795
73,127,68,44,0.9068,0.0395,0.6675,0.0883
74,126,67,43,0.8877,0.0432,0.6593,0.0785
75,125,66,42,0.8738,0.0445,0.6588,0.0897
76,124,65,41,0.8611,0.0407,0.6409,0.0739
77,123,64,41,0.8688,0.0445,0.6591,0.0944
78,122,63,40,0.8671,0.0503,0.6658,0.0831
79,121,62,39,0.8695,0.0479,0.6535,0.0833
80,120,61,39,0.8562,0.0466,0.6577,0.0694
81,119,60,38,0.861,0.0461,0.6576,0.0828
82,118,59,37,0.8479,0.0476,0.651,0.0782
83,117,58,36,0.8442,0.0501,0.6645,0.0942
84,116,58,35,0.834,0.0532,0.6453,0.0932
85,115,57,34,0.8322,0.0515,0.653,0.0838
86,114,56,34,0.8218,0.0474,0.6538,0.0942
87,113,55,33,0.8236,0.0437,0.6508,0.0803
88,112,54,32,0.8098,0.0472,0.6452,0.0927
89,111,53,31,0.8116,0.0548,0.6504,0.0918
90,110,52,30,0.801,0.0481,0.6513,0.083
