timepoints_reduced,remaining_timepoints,ker_rank,gen_rank,mean_acc_curves,std_acc_curves,mean_acc_input,std_acc_input
1,199,98,55,0.9985,0.005,0.6605,0.088
2,198,98,55,0.999,0.0039,0.6399,0.0809
3,197,98,55,0.9979,0.0057,0.6405,0.0992
4,196,98,56,0.9987,0.0048,0.6649,0.0737
5,195,98,56,0.9984,0.005,0.6584,0.0817
6,194,98,56,0.9986,0.0055,0.6662,0.1038
7,193,98,56,0.9988,0.0043,0.6506,0.0792
8,192,98,56,0.9983,0.0055,0.649,0.0822
9,191,98,56,0.9976,0.0071,0.643,0.0842
10,190,98,57,0.9987,0.0044,0.6521,0.0834
11,189,98,57,0.9985,0.0048,0.659,0.0789
12,188,98,57,0.9975,0.0065,0.6674,0.0757
13,187,98,57,0.999,0.0044,0.6605,0.088
14,186,98,57,0.9987,0.0054,0.6544,0.0868
15,185,98,57,0.999,0.0041,0.6778,0.0949
16,184,98,57,0.9976,0.0067,0.6637,0.0817
17,183,98,57,0.9977,0.0069,0.672,0.0866
18,182,98,57,0.9984,0.005,0.6599,0.0823
19,181,98,57,0.9986,0.0057,0.6677,0.0711
20,180,98,57,0.998,0.0063,0.6532,0.0788
21,179,98,57,0.9983,0.0051,0.6741,0.0931
22,178,98,57,0.999,0.0041,0.6557,0.0895
23,177,98,57,0.9982,0.0052,0.6532,0.0819
24,176,98,57,0.9985,0.0046,0.6612,0.0887
25,175,98,57,0.9981,0.005,0.6425,0.0844
26,174,98,57,0.9989,0.0047,0.6549,0.0799
27,173,98,57,0.9975,0.0064,0.653,0.0817
28,172,98,57,0.9972,0.0076,0.6655,0.083
29,171,98,57,0.9984,0.0048,0.6592,0.0927
30,170,98,57,0.9986,0.0045,0.6512,0.0863
31,169,98,57,0.9972,0.0087,0.6472,0.0925
32,168,98,57,0.9978,0.0064,0.6488,0.0823
33,167,98,57,0.9983,0.0051,0.6608,0.0891
34,166,98,57,0.9986,0.0047,0.6459,0.0892
35,165,98,57,0.9971,0.0074,0.6586,0.0834
36,164,98,57,0.998,0.0055,0.6522,0.0835
37,163,98,57,0.9989,0.0044,0.6579,0.0786
38,162,98,57,0.9976,0.0068,0.6581,0.0843
39,161,98,57,0.9979,0.006,0.6518,0.0786
40,160,98,57,0.9982,0.0055,0.6581,0.0824
41,159,98,57,0.9975,0.0062,0.6582,0.0825
42,158,98,57,0.9988,0.0045,0.6476,0.0806
43,157,98,57,0.999,0.0041,0.6548,0.089
44,156,97,57,0.9981,0.005,0.6547,0.0949
45,155,96,57,0.9969,0.0084,0.6483,0.0813
46,154,95,57,0.9983,0.006,0.6586,0.0804
47,153,94,57,0.9985,0.0057,0.6555,0.0872
48,152,93,57,0.9979,0.0071,0.6685,0.0826
49,151,92,56,0.9786,0.0339,0.6446,0.0826
50,150,91,56,0.9802,0.0321,0.6458,0.0789
51,149,90,55,0.9808,0.0307,0.6636,0.0896
52,148,89,55,0.9742,0.0287,0.6442,0.0874
53,147,88,55,0.9782,0.0243,0.6476,0.0884
54,146,87,55,0.9747,0.0265,0.6527,0.0811
55,145,86,55,0.9647,0.0324,0.6768,0.0836
56,144,85,55,0.9582,0.0324,0.6675,0.0802
57,143,84,55,0.9693,0.03,0.6466,0.0893
58,142,83,55,0.9455,0.0344,0.6624,0.0972
59,141,82,54,0.9479,0.0318,0.6584,0.0829
60,140,81,53,0.9289,0.0415,0.6569,0.0815
61,139,80,52,0.9312,0.0379,0.6491,0.0751
62,138,79,51,0.9281,0.0378,0.6539,0.0741
63,137,78,50,0.932,0.0407,0.6609,0.0885
64,136,77,50,0.9327,0.0369,0.6637,0.0784
65,135,76,49,0.9164,0.0384,0.6705,0.0846
66,134,75,48,0.9108,0.0465,0.6448,0.0942
67,133,74,47,0.9182,0.0431,0.6481,0.0879
68,132,73,47,0.9176,0.0402,0.6654,0.0844
69,131,72,46,0.9054,0.0415,0.6564,0.0804
70,130,71,46,0.9201,0.0405,0.6623,0.0812
71,129,70,45,0.9148,0.0412,0.6542,0.0819
72,128,70,45,0.9064,0.0392,0.6533,0.0859
73,127,69,44,0.9229,0.0439,0.6342,0.0871
74,126,68,43,0.897,0.0366,0.6587,0.0885
75,125,67,42,0.8835,0.045,0.6544,0.0755
76,124,66,42,0.8862,0.0427,0.6424,0.0871
77,123,65,41,0.8734,0.0453,0.657,0.0845
78,122,64,40,0.8759,0.0507,0.662,0.0907
79,121,63,39,0.8679,0.0476,0.6585,0.0802
80,120,62,38,0.8641,0.041,0.6446,0.0835
81,119,61,37,0.8684,0.0471,0.6706,0.0924
82,118,60,37,0.8774,0.0427,0.6637,0.08
83,117,59,36,0.8557,0.0407,0.6544,0.0858
84,116,58,35,0.841,0.0542,0.657,0.0892
85,115,57,34,0.8427,0.0498,0.6571,0.086
86,114,56,33,0.8348,0.0459,0.6622,0.0703
87,113,55,32,0.8185,0.0455,0.6439,0.0823
88,112,54,31,0.8219,0.0498,0.6524,0.0896
89,111,53,30,0.8144,0.0515,0.6496,0.0855
90,110,52,30,0.8124,0.0513,0.6705,0.08
91,109,51,29,0.8021,0.0489,0.6635,0.0879
92,108,50,28,0.796,0.0434,0.6497,0.0847
93,107,50,28,0.7929,0.0527,0.6498,0.0779
94,106,49,28,0.7798,0.061,0.6575,0.0849
95,105,48,27,0.7608,0.0577,0.6629,0.0788
96,104,47,27,0.7756,0.0569,0.6616,0.0874
97,103,46,27,0.7649,0.0633,0.6695,0.0823
98,102,45,27,0.7445,0.0555,0.6604,0.0813
99,101,44,27,0.7608,0.0619,0.6824,0.0852
100,100,43,27,0.7554,0.0643,0.6667,0.0799
101,99,42,26,0.7428,0.0617,0.6416,0.0762
102,98,41,26,0.7419,0.0623,0.6584,0.0868
103,97,41,26,0.7406,0.0646,0.6494,0.0843
104,96,40,26,0.7435,0.0616,0.6707,0.0938
105,95,40,26,0.7404,0.069,0.6705,0.0885
106,94,39,25,0.741,0.0646,0.6529,0.0835
107,93,38,25,0.7297,0.0581,0.6513,0.0847
108,92,38,25,0.7168,0.0564,0.6586,0.0889
109,91,37,25,0.7219,0.0668,0.6572,0.076
110,90,36,25,0.7273,0.0644,0.6529,0.085
111,89,35,25,0.7225,0.0654,0.6545,0.0819
112,88,35,25,0.7101,0.0641,0.6498,0.087
113,87,34,25,0.6981,0.0654,0.649,0.0859
114,86,34,24,0.697,0.061,0.6632,0.0882
115,85,34,23,0.6911,0.0681,0.6521,0.0892
116,84,33,22,0.6895,0.0603,0.6444,0.0845
117,83,32,21,0.688,0.0556,0.6526,0.0798
118,82,32,20,0.6879,0.0594,0.6557,0.0832
119,81,32,19,0.6714,0.0523,0.6611,0.0851
120,80,31,18,0.6719,0.0582,0.6539,0.0913
121,79,31,17,0.6623,0.0554,0.6624,0.093
122,78,31,17,0.6669,0.0636,0.655,0.082
123,77,30,16,0.6819,0.0682,0.6574,0.0762
124,76,30,15,0.6681,0.0629,0.6641,0.091
125,75,29,14,0.6572,0.0618,0.651,0.08
126,74,29,13,0.6483,0.0647,0.645,0.0932
127,73,29,12,0.6542,0.0617,0.6496,0.0926
128,72,28,11,0.6458,0.0559,0.6603,0.0925
129,71,28,11,0.6434,0.06,0.6488,0.0843
130,70,28,10,0.653,0.0639,0.6756,0.0852
131,69,27,10,0.6459,0.0567,0.6656,0.0844
132,68,26,10,0.6445,0.0518,0.6581,0.0791
133,67,26,9,0.6448,0.062,0.6636,0.0822
134,66,25,9,0.6414,0.0648,0.65,0.0841
135,65,25,9,0.6512,0.0708,0.6621,0.0774
136,64,25,9,0.6371,0.057,0.6506,0.0824
137,63,25,8,0.6362,0.0572,0.6572,0.0862
138,62,24,8,0.6268,0.0575,0.655,0.0846
139,61,24,8,0.6139,0.0549,0.6408,0.0848
140,60,23,8,0.6063,0.0539,0.6455,0.0874
141,59,23,8,0.6175,0.074,0.666,0.0839
142,58,23,8,0.607,0.0633,0.6488,0.0779
143,57,22,8,0.615,0.0622,0.6574,0.0733
144,56,22,8,0.623,0.0661,0.6508,0.0829
145,55,21,8,0.611,0.0611,0.6517,0.0863
146,54,21,8,0.606,0.0562,0.6546,0.0935
147,53,20,7,0.611,0.0631,0.6692,0.0908
148,52,19,7,0.6225,0.0687,0.6713,0.0916
149,51,19,7,0.6125,0.065,0.6548,0.0875
150,50,19,7,0.603,0.0616,0.6541,0.0878
151,49,18,7,0.6075,0.0715,0.649,0.0789
152,48,17,7,0.621,0.0722,0.6694,0.0895
153,47,17,7,0.608,0.0635,0.6525,0.0828
154,46,17,7,0.6085,0.0553,0.6463,0.0999
155,45,16,7,0.598,0.0533,0.6446,0.0827
156,44,16,7,0.6105,0.0593,0.6532,0.0865
157,43,15,7,0.6115,0.0574,0.6574,0.0815
158,42,15,7,0.6235,0.0669,0.6538,0.0964
159,41,15,6,0.611,0.059,0.643,0.0762
160,40,14,6,0.6165,0.0682,0.6526,0.0869
161,39,14,6,0.6065,0.0569,0.6584,0.0805
162,38,14,6,0.6069,0.0659,0.6478,0.0777
163,37,13,6,0.6115,0.0704,0.6653,0.1018
164,36,13,6,0.6115,0.0537,0.6479,0.0731
165,35,13,6,0.6086,0.0571,0.652,0.0859
166,34,13,6,0.5994,0.0567,0.6612,0.0832
167,33,12,6,0.6037,0.0569,0.6673,0.0833
168,32,12,6,0.5941,0.0593,0.6457,0.0824
169,31,12,6,0.5974,0.0597,0.6542,0.0777
170,30,12,6,0.5861,0.0693,0.6775,0.0781
171,29,11,6,0.5957,0.0652,0.6604,0.084
172,28,11,6,0.5953,0.0772,0.6636,0.0833
173,27,11,6,0.5895,0.0638,0.6497,0.0734
174,26,11,6,0.6035,0.0683,0.654,0.0714
175,25,11,5,0.5965,0.0675,0.6484,0.0905
176,24,10,5,0.593,0.0728,0.6549,0.0901
177,23,10,5,0.597,0.0812,0.6583,0.0911
178,22,10,5,0.5965,0.0649,0.6556,0.0963
179,21,10,5,0.611,0.0684,0.6582,0.0936
180,20,10,5,0.5895,0.0708,0.6574,0.0953
181,19,10,5,0.605,0.0757,0.6472,0.0951
182,18,10,5,0.594,0.0645,0.6541,0.0845
183,17,10,5,0.6013,0.0778,0.6635,0.0949
184,16,9,5,0.5851,0.0708,0.6468,0.0858
185,15,9,5,0.5808,0.0756,0.6489,0.0867
186,14,9,5,0.5992,0.0707,0.6454,0.0815
187,13,9,5,0.6021,0.0762,0.6725,0.0898
188,12,9,5,0.5963,0.0656,0.6487,0.089
189,11,8,5,0.5935,0.0824,0.6641,0.0863
190,10,8,5,0.5958,0.0768,0.6581,0.0755
191,9,8,4,0.5905,0.0751,0.6487,0.084
192,8,8,4,0.591,0.0789,0.6608,0.0835
193,7,7,4,0.5835,0.0621,0.6458,0.0847
194,6,6,4,0.601,0.08,0.6714,0.0979
195,5,5,4,0.5995,0.0783,0.6608,0.0828
196,4,4,4,0.5975,0.0698,0.6484,0.0848
197,3,3,3,0.594,0.0756,0.6636,0.0968
198,2,2,2,0.6095,0.079,0.664,0.0846
199,1,1,1,0.5915,0.0732,0.6601,0.089
