timepoints_reduced,remaining_timepoints,ker_rank,gen_rank,mean_acc_curves,std_acc_curves,mean_acc_input,std_acc_input
1,199,98,55,0.9992,0.0027,0.6576,0.0865
2,198,98,55,0.9992,0.0027,0.6495,0.0829
3,197,98,55,0.9996,0.002,0.6604,0.0834
4,196,98,56,0.9993,0.0026,0.6727,0.0764
5,195,98,56,0.9991,0.0029,0.6493,0.0795
6,194,98,56,0.9995,0.0022,0.6659,0.0778
7,193,98,56,0.9996,0.002,0.6553,0.0814
8,192,98,56,0.9995,0.0022,0.6529,0.0894
9,191,98,56,0.9997,0.0017,0.6673,0.087
10,190,98,57,0.9991,0.0029,0.6571,0.0806
11,189,98,57,0.9996,0.002,0.6549,0.0784
12,188,98,57,0.9997,0.0017,0.6732,0.0868
13,187,98,57,0.9994,0.0024,0.6599,0.0854
14,186,98,57,0.9999,0.001,0.6487,0.0844
15,185,98,57,0.9991,0.0029,0.6557,0.0682
16,184,98,57,0.9995,0.0022,0.6526,0.0865
17,183,98,57,0.9991,0.0029,0.653,0.0801
18,182,98,57,0.9993,0.0026,0.68,0.094
19,181,98,57,0.9995,0.0022,0.6455,0.0872
20,180,98,57,0.9998,0.0014,0.6712,0.088
21,179,98,57,0.9992,0.0027,0.6651,0.0894
22,178,98,57,0.9995,0.0022,0.6466,0.0845
23,177,98,57,0.9991,0.0029,0.6597,0.0843
24,176,98,57,0.9994,0.0024,0.6597,0.0794
25,175,98,57,0.9991,0.0029,0.6547,0.0692
26,174,98,57,0.9995,0.0022,0.6628,0.0879
27,173,98,57,0.999,0.003,0.6438,0.0817
28,172,98,57,0.999,0.003,0.6539,0.0838
29,171,98,57,0.9991,0.0029,0.6583,0.0802
30,170,98,57,0.999,0.003,0.6622,0.0749
31,169,98,57,0.999,0.003,0.6534,0.0803
32,168,98,57,0.9992,0.0027,0.6622,0.0821
33,167,98,57,0.9992,0.0027,0.6502,0.101
34,166,98,57,0.9993,0.0026,0.6617,0.0757
35,165,98,57,0.9995,0.0022,0.6593,0.0904
36,164,98,57,0.9997,0.0017,0.6595,0.0923
37,163,98,57,0.9995,0.0022,0.6486,0.0718
38,162,98,57,0.9989,0.0031,0.6567,0.0937
39,161,98,57,0.9992,0.0027,0.6368,0.0873
40,160,98,57,0.9992,0.0027,0.6599,0.0816
41,159,98,57,1.0,0.0,0.6672,0.0966
42,158,98,57,0.9995,0.0022,0.6579,0.084
43,157,98,57,0.9994,0.0024,0.6497,0.087
44,156,97,57,0.9992,0.0027,0.6631,0.0895
45,155,96,57,0.9992,0.0027,0.6568,0.0835
46,154,95,57,0.9995,0.0022,0.6498,0.0832
47,153,94,57,0.9995,0.0022,0.6576,0.0878
48,152,93,57,0.9938,0.0054,0.662,0.0771
49,151,92,56,0.9801,0.0309,0.6478,0.0763
50,150,91,56,0.975,0.0373,0.6505,0.0889
51,149,90,55,0.9847,0.0254,0.6613,0.0792
52,148,89,55,0.9794,0.0229,0.6682,0.0929
53,147,88,55,0.9765,0.027,0.663,0.0806
54,146,87,55,0.9816,0.0254,0.656,0.0876
55,145,86,55,0.9652,0.0317,0.6662,0.0876
56,144,85,55,0.9599,0.0334,0.652,0.0873
57,143,84,55,0.9612,0.0344,0.6637,0.0896
58,142,83,55,0.9488,0.0342,0.6601,0.0772
59,141,82,54,0.9439,0.0332,0.6577,0.0818
60,140,81,53,0.9257,0.0394,0.6578,0.0857
61,139,80,52,0.9319,0.0435,0.6678,0.0766
62,138,79,51,0.9283,0.0367,0.6564,0.0891
63,137,78,50,0.9213,0.0391,0.6581,0.0751
64,136,77,50,0.9349,0.0386,0.6711,0.0777
65,135,76,49,0.9111,0.0362,0.6572,0.0864
66,134,75,48,0.9164,0.0406,0.6633,0.0823
67,133,74,47,0.9145,0.0409,0.662,0.0806
68,132,73,47,0.9096,0.0389,0.6576,0.0891
69,131,72,46,0.9141,0.0413,0.659,0.0934
70,130,71,46,0.913,0.0396,0.6568,0.0816
71,129,70,45,0.9081,0.0454,0.6605,0.0775
72,128,70,45,0.9094,0.0471,0.6516,0.0822
73,127,69,44,0.9054,0.043,0.6582,0.0832
74,126,68,43,0.898,0.0435,0.6538,0.0808
75,125,67,42,0.8985,0.0432,0.6699,0.0894
76,124,66,42,0.8767,0.0415,0.6594,0.0807
77,123,65,41,0.8651,0.0444,0.651,0.0866
78,122,64,40,0.8678,0.049,0.6564,0.091
79,121,63,39,0.867,0.0445,0.6587,0.0869
80,120,62,38,0.8633,0.044,0.6551,0.0874
81,119,61,37,0.8641,0.0438,0.6628,0.0836
82,118,60,37,0.8663,0.0457,0.6586,0.0812
83,117,59,36,0.8552,0.0481,0.65,0.0773
84,116,58,35,0.844,0.0499,0.6438,0.0848
85,115,57,34,0.8396,0.0494,0.6553,0.0874
86,114,56,33,0.8401,0.0508,0.6392,0.0869
87,113,55,32,0.8224,0.0506,0.6636,0.0825
88,112,54,31,0.8235,0.0448,0.6616,0.0793
89,111,53,30,0.8091,0.043,0.6571,0.0852
90,110,52,30,0.8094,0.0451,0.6548,0.0749
91,109,51,29,0.8126,0.0485,0.6524,0.0832
92,108,50,28,0.8012,0.0421,0.6493,0.086
93,107,50,28,0.7926,0.0526,0.6597,0.0813
94,106,49,28,0.7782,0.0522,0.6338,0.0789
95,105,48,27,0.7592,0.0696,0.6517,0.0881
96,104,47,27,0.7583,0.05,0.6528,0.0829
97,103,46,27,0.7606,0.0586,0.6599,0.0859
98,102,45,27,0.75,0.0662,0.6516,0.0843
99,101,44,27,0.7484,0.0582,0.6769,0.0857
100,100,43,27,0.7588,0.0611,0.6735,0.0905
101,99,42,26,0.7256,0.0661,0.6518,0.0824
102,98,41,26,0.7336,0.0765,0.6706,0.094
103,97,41,26,0.7294,0.0638,0.6601,0.092
104,96,40,26,0.716,0.0679,0.6447,0.0905
105,95,40,26,0.7279,0.0647,0.6539,0.0822
106,94,39,25,0.7226,0.0733,0.6615,0.0742
107,93,38,25,0.7189,0.0635,0.6614,0.0947
108,92,38,25,0.7129,0.0653,0.661,0.0861
109,91,37,25,0.7044,0.068,0.6513,0.0881
110,90,36,25,0.7018,0.0643,0.6504,0.0848
111,89,35,25,0.6835,0.0778,0.6485,0.082
112,88,35,25,0.6932,0.0842,0.6784,0.0976
113,87,34,25,0.6761,0.0683,0.6444,0.0891
114,86,34,24,0.6879,0.0775,0.6613,0.0828
115,85,34,23,0.6757,0.0677,0.6514,0.0744
116,84,33,22,0.6869,0.0681,0.6646,0.0926
117,83,32,21,0.6697,0.0648,0.6498,0.0821
118,82,32,20,0.6749,0.0682,0.6497,0.0856
119,81,32,19,0.665,0.0658,0.6651,0.0884
120,80,31,18,0.6617,0.0741,0.6554,0.0814
