timepoints_reduced,remaining_timepoints,ker_rank,gen_rank,mean_acc_curves,std_acc_curves,mean_acc_input,std_acc_input
41,159,98,58,0.9983,0.0043,0.6619,0.0798
42,158,98,58,0.9989,0.0031,0.6449,0.0916
43,157,97,58,0.9989,0.0031,0.6492,0.0765
44,156,96,58,0.9984,0.0044,0.6507,0.0741
45,155,95,58,0.9985,0.0036,0.6717,0.0786
46,154,94,58,0.9994,0.0024,0.6578,0.0811
47,153,93,57,0.9834,0.023,0.6648,0.0883
48,152,92,57,0.9819,0.0245,0.6449,0.0786
49,151,91,57,0.9843,0.0189,0.6753,0.0831
50,150,90,57,0.9829,0.02,0.6495,0.083
51,149,89,57,0.9809,0.0231,0.6676,0.0911
52,148,88,57,0.9761,0.0244,0.6606,0.0906
53,147,87,56,0.9708,0.0259,0.6473,0.0833
54,146,86,56,0.9732,0.0288,0.6459,0.0924
55,145,85,56,0.9688,0.0283,0.6578,0.0797
56,144,84,55,0.9775,0.0252,0.6622,0.0811
57,143,83,55,0.9573,0.029,0.6521,0.095
58,142,82,54,0.9417,0.0321,0.6582,0.0749
59,141,81,53,0.9467,0.0317,0.6495,0.0916
60,140,80,52,0.938,0.032,0.6435,0.0843
61,139,79,51,0.9378,0.0348,0.6689,0.0792
62,138,79,51,0.9442,0.0349,0.6568,0.0749
63,137,78,50,0.9368,0.0342,0.6472,0.0866
64,136,77,49,0.9291,0.0377,0.6534,0.0858
65,135,76,48,0.9227,0.0345,0.6685,0.0878
66,134,75,47,0.9204,0.0351,0.6452,0.081
67,133,74,47,0.9294,0.0367,0.6634,0.0855
68,132,73,47,0.9195,0.0327,0.6469,0.0751
69,131,72,47,0.9154,0.0411,0.6466,0.087
70,130,71,46,0.9164,0.0373,0.66,0.08
71,129,70,46,0.9124,0.0365,0.6623,0.0665
72,128,69,45,0.9124,0.0398,0.6603,0.0776
73,127,68,44,0.9024,0.0391,0.6541,0.0799
74,126,67,43,0.894,0.0428,0.6512,0.0804
75,125,66,42,0.8741,0.0432,0.65,0.0908
76,124,65,41,0.8678,0.0484,0.6551,0.0856
77,123,64,41,0.866,0.0419,0.663,0.083
78,122,63,40,0.8734,0.0427,0.652,0.085
79,121,62,39,0.8675,0.0464,0.6619,0.0883
80,120,61,39,0.872,0.0439,0.6604,0.0795
81,119,60,38,0.8691,0.049,0.6623,0.0804
82,118,59,37,0.8594,0.0502,0.6523,0.0795
83,117,58,36,0.8432,0.0513,0.6406,0.0833
84,116,58,35,0.8429,0.0534,0.6573,0.0777
85,115,57,34,0.8499,0.0513,0.6531,0.0779
86,114,56,34,0.8252,0.0519,0.6501,0.0904
87,113,55,33,0.8287,0.0517,0.6421,0.088
88,112,54,32,0.8244,0.0413,0.6599,0.0829
89,111,53,31,0.807,0.049,0.6599,0.081
90,110,52,30,0.8168,0.0478,0.6536,0.0794
91,109,51,30,0.8107,0.0482,0.6646,0.0798
92,108,50,29,0.7889,0.0588,0.653,0.0911
93,107,49,29,0.7633,0.0539,0.6486,0.0797
94,106,48,28,0.7772,0.0585,0.6511,0.087
95,105,47,28,0.7713,0.0567,0.6528,0.0705
96,104,46,27,0.7664,0.0584,0.6461,0.0803
97,103,45,27,0.7571,0.0596,0.667,0.0745
98,102,44,27,0.744,0.0601,0.6595,0.0916
99,101,43,27,0.7382,0.0566,0.6452,0.0889
100,100,43,26,0.7405,0.0646,0.6599,0.0829
101,99,43,26,0.7255,0.067,0.6564,0.0848
102,98,42,26,0.7341,0.0648,0.6616,0.0855
103,97,41,26,0.7379,0.0684,0.653,0.0783
104,96,40,26,0.7366,0.0667,0.6731,0.0887
105,95,40,26,0.7338,0.0665,0.6505,0.0819
106,94,39,26,0.7333,0.0618,0.6547,0.0918
107,93,38,26,0.7189,0.0683,0.6557,0.0838
108,92,37,26,0.7192,0.0611,0.6572,0.0874
109,91,37,26,0.7206,0.0653,0.6732,0.0854
110,90,36,25,0.7074,0.0634,0.65,0.0933
111,89,35,25,0.7084,0.0695,0.6728,0.0876
112,88,35,25,0.689,0.0604,0.6526,0.0905
113,87,34,24,0.7075,0.0682,0.6599,0.0911
114,86,34,23,0.6804,0.0658,0.6379,0.0804
115,85,34,22,0.6856,0.0602,0.659,0.0823
116,84,33,22,0.6848,0.0554,0.658,0.0855
117,83,33,21,0.6747,0.0516,0.6508,0.0857
118,82,32,20,0.6705,0.0578,0.6514,0.0858
119,81,32,19,0.669,0.0745,0.6601,0.0785
120,80,31,18,0.6643,0.0663,0.6483,0.0756
121,79,31,17,0.6512,0.0569,0.6476,0.0874
122,78,30,16,0.6607,0.0602,0.6485,0.0802
123,77,30,15,0.6572,0.0615,0.6561,0.0887
124,76,30,14,0.6466,0.0603,0.6562,0.0896
125,75,30,13,0.6398,0.0625,0.648,0.083
126,74,29,13,0.6502,0.0593,0.6595,0.0878
127,73,29,12,0.6489,0.0656,0.6437,0.0831
128,72,28,11,0.6403,0.07,0.6592,0.0926
129,71,28,11,0.6424,0.0638,0.654,0.0853
130,70,27,10,0.6424,0.0611,0.6587,0.0807
131,69,27,10,0.6349,0.0561,0.6664,0.0894
132,68,27,10,0.6367,0.0615,0.6548,0.089
133,67,26,9,0.6225,0.0599,0.6326,0.0945
134,66,26,9,0.646,0.0645,0.657,0.0941
135,65,25,9,0.6305,0.0615,0.6503,0.0902
136,64,25,9,0.6458,0.0825,0.6614,0.0813
137,63,25,9,0.6197,0.066,0.647,0.0857
138,62,24,8,0.6366,0.0642,0.6586,0.091
139,61,24,8,0.6149,0.0647,0.6613,0.0916
140,60,23,8,0.6115,0.0562,0.6705,0.0817
141,59,23,8,0.613,0.0669,0.6582,0.0935
142,58,22,8,0.6145,0.0653,0.664,0.0867
143,57,22,8,0.6105,0.0641,0.6589,0.0852
144,56,21,8,0.6075,0.0642,0.655,0.0822
145,55,21,8,0.6155,0.067,0.656,0.0785
146,54,21,8,0.613,0.0598,0.6509,0.0974
147,53,20,8,0.6235,0.0673,0.6715,0.0785
148,52,19,7,0.6055,0.0674,0.6535,0.0863
149,51,19,7,0.6135,0.0616,0.6557,0.0852
150,50,18,7,0.611,0.0607,0.6627,0.0883
151,49,18,7,0.616,0.0703,0.6591,0.08
152,48,17,7,0.623,0.0698,0.6675,0.094
153,47,17,7,0.6215,0.0649,0.6562,0.0765
154,46,17,7,0.611,0.0581,0.643,0.085
155,45,16,7,0.6175,0.0729,0.6637,0.094
156,44,16,7,0.6035,0.0544,0.6645,0.0749
157,43,15,7,0.6209,0.0655,0.6596,0.0904
158,42,15,7,0.6164,0.0672,0.6643,0.0873
159,41,14,7,0.6112,0.0623,0.6713,0.0866
160,40,14,6,0.6197,0.0673,0.6602,0.0769
161,39,14,6,0.6142,0.0675,0.6508,0.0721
162,38,14,6,0.6102,0.0667,0.6693,0.0898
163,37,13,6,0.6069,0.0566,0.6407,0.0877
164,36,13,6,0.6258,0.0713,0.6612,0.0754
165,35,13,6,0.6112,0.0718,0.6576,0.0879
166,34,13,6,0.6091,0.072,0.6751,0.0727
167,33,12,6,0.5943,0.0662,0.6453,0.079
168,32,12,6,0.5985,0.0646,0.6396,0.0808
169,31,12,6,0.6028,0.0609,0.6562,0.0832
170,30,12,6,0.6009,0.0653,0.6421,0.0789
171,29,11,6,0.5928,0.0745,0.6427,0.0846
172,28,11,6,0.596,0.0692,0.6511,0.0834
173,27,11,6,0.591,0.0715,0.6573,0.0817
174,26,11,6,0.589,0.0796,0.6651,0.0893
175,25,11,6,0.604,0.0695,0.6691,0.0902
176,24,10,5,0.59,0.0765,0.6655,0.0859
177,23,10,5,0.5895,0.0729,0.6655,0.0822
178,22,10,5,0.595,0.0661,0.6575,0.0798
179,21,10,5,0.5935,0.0695,0.6619,0.0848
180,20,10,5,0.604,0.0688,0.6703,0.0923
181,19,10,5,0.5938,0.0692,0.6519,0.0774
182,18,10,5,0.5831,0.0709,0.6498,0.0866
183,17,10,5,0.5834,0.0647,0.6533,0.1006
184,16,9,5,0.5875,0.079,0.6641,0.0999
185,15,9,5,0.5993,0.0686,0.6546,0.0964
186,14,9,5,0.5924,0.0707,0.657,0.0821
187,13,9,5,0.6074,0.0736,0.6706,0.073
188,12,9,5,0.5996,0.0749,0.6514,0.0936
189,11,9,5,0.5816,0.0699,0.6433,0.0838
190,10,8,5,0.5876,0.0692,0.6563,0.0952
191,9,8,5,0.6004,0.073,0.66,0.0793
192,8,7,4,0.593,0.0571,0.6693,0.0838
193,7,7,4,0.596,0.057,0.6635,0.0855
194,6,6,4,0.5925,0.0781,0.6579,0.0866
195,5,5,4,0.5902,0.0683,0.6605,0.0795
196,4,4,4,0.5876,0.0756,0.6517,0.0836
197,3,3,3,0.5928,0.0681,0.6478,0.0874
198,2,2,2,0.5924,0.0676,0.6483,0.0872
199,1,1,1,0.605,0.0805,0.6597,0.082
