timepoints_reduced,remaining_timepoints,ker_rank,gen_rank,mean_acc_curves,std_acc_curves,mean_acc_input,std_acc_input
1,199,98,58,1.0,0.0,0.6494,0.0866
2,198,98,58,1.0,0.0,0.6565,0.0782
3,197,98,58,1.0,0.0,0.6774,0.0895
4,196,98,58,1.0,0.0,0.6598,0.089
5,195,98,58,0.9999,0.001,0.6549,0.0769
6,194,98,58,0.9999,0.001,0.6715,0.0765
7,193,98,58,1.0,0.0,0.6517,0.0918
8,192,98,58,1.0,0.0,0.6584,0.0744
9,191,98,58,1.0,0.0,0.6536,0.0899
10,190,98,58,0.9999,0.001,0.6642,0.0889
11,189,98,58,1.0,0.0,0.6502,0.0814
12,188,98,58,0.9999,0.001,0.6471,0.0777
13,187,98,58,0.9999,0.001,0.6475,0.0903
14,186,98,58,1.0,0.0,0.6522,0.078
15,185,98,58,0.9999,0.001,0.6673,0.0872
16,184,98,58,1.0,0.0,0.6678,0.0859
17,183,98,58,1.0,0.0,0.6657,0.0812
18,182,98,58,1.0,0.0,0.6651,0.0774
19,181,98,58,0.9999,0.001,0.6478,0.085
20,180,98,58,0.9998,0.0014,0.6676,0.079
21,179,98,58,1.0,0.0,0.6556,0.0931
22,178,98,58,1.0,0.0,0.6456,0.0965
23,177,98,58,1.0,0.0,0.6665,0.0834
24,176,98,58,1.0,0.0,0.6441,0.0809
25,175,98,58,1.0,0.0,0.667,0.0831
26,174,98,58,1.0,0.0,0.6615,0.091
27,173,98,58,0.9999,0.001,0.6616,0.0836
28,172,98,58,0.9999,0.001,0.6517,0.0869
29,171,98,58,1.0,0.0,0.6721,0.0848
30,170,98,58,1.0,0.0,0.6539,0.0752
31,169,98,58,0.9999,0.001,0.6504,0.0781
32,168,98,58,1.0,0.0,0.6606,0.0857
33,167,98,58,1.0,0.0,0.6608,0.0914
34,166,98,58,1.0,0.0,0.6627,0.0842
35,165,98,58,1.0,0.0,0.6511,0.0896
36,164,98,58,0.9999,0.001,0.6637,0.0884
37,163,98,58,0.9999,0.001,0.6403,0.0828
38,162,98,58,1.0,0.0,0.6607,0.0787
39,161,98,58,1.0,0.0,0.659,0.0694
40,160,98,58,0.9999,0.001,0.6455,0.0901
41,159,98,58,1.0,0.0,0.659,0.0948
42,158,98,58,1.0,0.0,0.6571,0.087
43,157,97,58,0.9999,0.001,0.6619,0.0863
44,156,96,58,0.9999,0.001,0.6615,0.0829
45,155,95,58,1.0,0.0,0.6455,0.0842
46,154,94,58,0.9998,0.0014,0.6552,0.0781
47,153,93,57,0.9896,0.0274,0.6586,0.0948
48,152,92,57,0.9902,0.0268,0.6529,0.0857
49,151,91,57,0.988,0.0241,0.6685,0.0888
50,150,90,57,0.991,0.0196,0.6596,0.0864
51,149,89,57,0.9833,0.0259,0.6582,0.0758
52,148,88,57,0.9791,0.0286,0.6592,0.0815
53,147,87,56,0.9815,0.0285,0.6677,0.0762
54,146,86,56,0.9788,0.0276,0.6508,0.0818
55,145,85,56,0.9725,0.0315,0.6406,0.086
56,144,84,55,0.9703,0.0316,0.6769,0.088
57,143,83,55,0.9666,0.0308,0.6581,0.0813
58,142,82,54,0.9594,0.0314,0.6454,0.0881
59,141,81,53,0.9463,0.0358,0.6505,0.0875
60,140,80,52,0.9395,0.0328,0.6433,0.0819
61,139,79,51,0.9449,0.031,0.6471,0.0857
62,138,79,51,0.9454,0.0377,0.6467,0.079
63,137,78,50,0.9373,0.0353,0.6557,0.0819
64,136,77,49,0.9281,0.039,0.6599,0.0827
65,135,76,48,0.9331,0.0368,0.6671,0.0844
66,134,75,47,0.9287,0.0389,0.6487,0.0885
67,133,74,47,0.9277,0.0316,0.6443,0.0827
68,132,73,47,0.9308,0.0395,0.6553,0.0824
69,131,72,47,0.9328,0.0376,0.6551,0.0858
70,130,71,46,0.9333,0.0389,0.6577,0.0844
71,129,70,46,0.9246,0.039,0.6653,0.0978
72,128,69,45,0.9278,0.0396,0.6702,0.0783
73,127,68,44,0.9076,0.0418,0.6729,0.0874
74,126,67,43,0.9023,0.0389,0.6695,0.073
75,125,66,42,0.8822,0.0448,0.6536,0.0857
76,124,65,41,0.8686,0.0436,0.6664,0.0948
77,123,64,41,0.882,0.0468,0.6607,0.0851
78,122,63,40,0.8751,0.0465,0.6514,0.0832
79,121,62,39,0.875,0.0412,0.6585,0.0837
80,120,61,39,0.8797,0.0445,0.6538,0.0793
81,119,60,38,0.8722,0.042,0.6546,0.0817
82,118,59,37,0.8515,0.0452,0.6479,0.0853
83,117,58,36,0.8478,0.0487,0.6451,0.0895
84,116,58,35,0.8514,0.0509,0.6628,0.0829
85,115,57,34,0.8537,0.0541,0.6614,0.0772
86,114,56,34,0.84,0.0489,0.6508,0.0812
87,113,55,33,0.8347,0.0469,0.6536,0.0797
88,112,54,32,0.8243,0.0403,0.6561,0.0749
89,111,53,31,0.8152,0.0462,0.6504,0.0912
90,110,52,30,0.8124,0.0443,0.6561,0.0777
91,109,51,30,0.8107,0.0502,0.6582,0.0912
92,108,50,29,0.7845,0.0527,0.6428,0.09
93,107,49,29,0.7621,0.0589,0.66,0.0819
94,106,48,28,0.7791,0.057,0.6523,0.0798
95,105,47,28,0.7643,0.059,0.6467,0.0872
96,104,46,27,0.7633,0.0678,0.6575,0.0822
97,103,45,27,0.7617,0.054,0.6615,0.0767
98,102,44,27,0.7541,0.0565,0.654,0.0783
99,101,43,27,0.7361,0.079,0.6549,0.0891
100,100,43,26,0.7442,0.0627,0.6763,0.0822
101,99,43,26,0.7421,0.0667,0.642,0.0904
102,98,42,26,0.7416,0.0633,0.6599,0.0844
103,97,41,26,0.7403,0.0652,0.6725,0.0987
104,96,40,26,0.7462,0.0623,0.6652,0.0811
105,95,40,26,0.7361,0.0614,0.6654,0.0842
106,94,39,26,0.7389,0.0694,0.6501,0.0855
107,93,38,26,0.7256,0.0684,0.6466,0.0855
108,92,37,26,0.7214,0.0656,0.6489,0.0766
109,91,37,26,0.7029,0.0615,0.6396,0.0728
110,90,36,25,0.7071,0.0704,0.646,0.0909
111,89,35,25,0.7016,0.0728,0.6554,0.0864
112,88,35,25,0.7033,0.0688,0.6658,0.0935
113,87,34,24,0.7002,0.0664,0.6539,0.0887
114,86,34,23,0.699,0.0639,0.6659,0.0784
115,85,34,22,0.6945,0.0653,0.6599,0.0862
116,84,33,22,0.6777,0.0655,0.6476,0.0821
117,83,33,21,0.6844,0.0526,0.6699,0.0812
118,82,32,20,0.67,0.0722,0.6576,0.0851
119,81,32,19,0.662,0.0628,0.6563,0.0951
120,80,31,18,0.6507,0.0563,0.6589,0.0825
121,79,31,17,0.6633,0.07,0.6527,0.0853
122,78,30,16,0.6737,0.0734,0.6693,0.0709
123,77,30,15,0.6694,0.0546,0.6575,0.0825
124,76,30,14,0.6559,0.0562,0.6599,0.0911
125,75,30,13,0.6505,0.0565,0.6525,0.0713
126,74,29,13,0.6559,0.0601,0.6518,0.0837
127,73,29,12,0.6539,0.062,0.655,0.0865
128,72,28,11,0.6503,0.0597,0.6439,0.0845
129,71,28,11,0.6455,0.0594,0.6553,0.0901
130,70,27,10,0.6435,0.0567,0.6361,0.0837
131,69,27,10,0.6498,0.0595,0.6554,0.0842
132,68,27,10,0.6426,0.0622,0.6528,0.0815
133,67,26,9,0.6371,0.0677,0.6357,0.0833
134,66,26,9,0.6436,0.0646,0.6572,0.0813
135,65,25,9,0.6383,0.0688,0.6534,0.0864
136,64,25,9,0.6355,0.0737,0.6578,0.0757
137,63,25,9,0.6243,0.0638,0.6582,0.084
138,62,24,8,0.6213,0.0594,0.6523,0.0824
139,61,24,8,0.6151,0.0579,0.6597,0.0758
140,60,23,8,0.6146,0.0631,0.6458,0.0915
141,59,23,8,0.599,0.049,0.6391,0.086
142,58,22,8,0.6135,0.0655,0.6599,0.0721
143,57,22,8,0.6225,0.0726,0.6512,0.0897
144,56,21,8,0.6165,0.0648,0.6622,0.0868
145,55,21,8,0.6115,0.0556,0.6576,0.0678
146,54,21,8,0.616,0.0591,0.6578,0.0869
147,53,20,8,0.6075,0.054,0.6596,0.076
148,52,19,7,0.616,0.0692,0.6522,0.0873
149,51,19,7,0.6145,0.0657,0.6565,0.0696
150,50,18,7,0.6205,0.0693,0.6576,0.0809
151,49,18,7,0.6125,0.0646,0.6585,0.0783
152,48,17,7,0.6125,0.0653,0.6316,0.0723
153,47,17,7,0.6135,0.0578,0.6582,0.0923
154,46,17,7,0.611,0.0611,0.6551,0.0955
155,45,16,7,0.6165,0.0667,0.6559,0.0839
156,44,16,7,0.6135,0.071,0.6509,0.0853
157,43,15,7,0.6075,0.0593,0.6435,0.082
158,42,15,7,0.608,0.0631,0.6532,0.082
159,41,14,7,0.613,0.0647,0.6462,0.0834
160,40,14,6,0.612,0.0656,0.6459,0.0817
161,39,14,6,0.6109,0.0666,0.6447,0.0893
162,38,14,6,0.6042,0.0593,0.65,0.0918
163,37,13,6,0.6191,0.0578,0.6651,0.0841
164,36,13,6,0.5944,0.0549,0.6289,0.0854
165,35,13,6,0.6069,0.0578,0.6566,0.0795
166,34,13,6,0.5915,0.0628,0.6471,0.0941
167,33,12,6,0.5966,0.0623,0.6523,0.0802
168,32,12,6,0.6064,0.0754,0.662,0.0775
169,31,12,6,0.6053,0.0648,0.6665,0.0896
170,30,12,6,0.5954,0.0681,0.6546,0.0747
171,29,11,6,0.5955,0.0686,0.6671,0.0848
172,28,11,6,0.5835,0.0762,0.6486,0.0848
173,27,11,6,0.595,0.0753,0.6431,0.0829
174,26,11,6,0.604,0.0692,0.6647,0.0819
175,25,11,6,0.592,0.0713,0.6514,0.0876
176,24,10,5,0.6035,0.0679,0.6527,0.0834
177,23,10,5,0.5877,0.0711,0.6553,0.0807
178,22,10,5,0.5945,0.0687,0.6523,0.0754
179,21,10,5,0.5929,0.058,0.6486,0.074
180,20,10,5,0.6022,0.0743,0.6557,0.0886
181,19,10,5,0.6071,0.0701,0.6555,0.0945
182,18,10,5,0.596,0.0637,0.6555,0.0801
183,17,10,5,0.5806,0.0791,0.6612,0.0832
184,16,9,5,0.5922,0.0687,0.6414,0.0758
185,15,9,5,0.5841,0.0638,0.6421,0.0941
186,14,9,5,0.5996,0.0696,0.652,0.0886
187,13,9,5,0.5925,0.0665,0.6514,0.0766
188,12,9,5,0.5915,0.0742,0.6671,0.0829
189,11,9,5,0.5935,0.074,0.6579,0.0887
190,10,8,5,0.6015,0.0726,0.674,0.0806
191,9,8,5,0.5875,0.0858,0.6572,0.0833
192,8,7,4,0.594,0.0614,0.6477,0.0936
193,7,7,4,0.5853,0.0712,0.6518,0.0875
194,6,6,4,0.5964,0.0704,0.6539,0.0755
195,5,5,4,0.5963,0.0713,0.6564,0.0883
196,4,4,4,0.586,0.0774,0.6603,0.071
197,3,3,3,0.5895,0.0707,0.6598,0.0882
198,2,2,2,0.5939,0.0692,0.6567,0.0764
199,1,1,1,0.6082,0.0776,0.6698,0.0813
