timepoints_reduced,remaining_timepoints,ker_rank,gen_rank,mean_acc_curves,std_acc_curves,mean_acc_input,std_acc_input
1,199,98,55,0.9952,0.0069,0.6606,0.0977
2,198,98,55,0.9964,0.0061,0.6515,0.0891
3,197,98,55,0.9956,0.007,0.6639,0.0866
4,196,98,56,0.9953,0.0071,0.6616,0.0851
5,195,98,56,0.9945,0.0073,0.6625,0.0825
6,194,98,56,0.9943,0.0072,0.6415,0.08
7,193,98,56,0.9955,0.0068,0.6625,0.0775
8,192,98,56,0.9956,0.0068,0.6425,0.0821
9,191,98,56,0.9943,0.0072,0.6383,0.0872
10,190,98,57,0.9949,0.0077,0.655,0.0877
11,189,98,57,0.9942,0.0076,0.6666,0.0816
12,188,98,57,0.9943,0.008,0.6515,0.0845
13,187,98,57,0.9948,0.0069,0.6667,0.0935
14,186,98,57,0.9955,0.007,0.644,0.0773
15,185,98,57,0.9937,0.0083,0.6642,0.0792
16,184,98,57,0.9947,0.0071,0.6507,0.0939
17,183,98,57,0.9944,0.0077,0.6538,0.0823
18,182,98,57,0.9949,0.0071,0.6596,0.0958
19,181,98,57,0.9948,0.007,0.6536,0.0888
20,180,98,57,0.995,0.0074,0.6467,0.075
21,179,98,57,0.9955,0.0067,0.6593,0.0779
22,178,98,57,0.9953,0.0071,0.6581,0.0802
23,177,98,57,0.9944,0.0073,0.6587,0.0868
24,176,98,57,0.9953,0.0074,0.6569,0.0773
25,175,98,57,0.9943,0.0074,0.6539,0.0824
26,174,98,57,0.9959,0.0065,0.6415,0.0847
27,173,98,57,0.9949,0.0077,0.6615,0.0855
28,172,98,57,0.9942,0.0072,0.6569,0.0884
29,171,98,57,0.9946,0.0079,0.6601,0.0766
30,170,98,57,0.9945,0.0073,0.664,0.0787
31,169,98,57,0.9951,0.007,0.6658,0.0881
32,168,98,57,0.9938,0.0078,0.648,0.0842
33,167,98,57,0.9932,0.0086,0.6477,0.0872
34,166,98,57,0.9957,0.0064,0.6634,0.0864
35,165,98,57,0.9953,0.0071,0.6554,0.0855
36,164,98,57,0.9942,0.0074,0.6506,0.0828
37,163,98,57,0.9949,0.0069,0.6526,0.0859
